450,s1 java.awt.Point[x=714,y=135],s2 java.awt.Point[x=286,y=274],
450,s1 java.awt.Point[x=714,y=135],s2 java.awt.Point[x=286,y=274],
369,s2 java.awt.Point[x=286,y=274],s4 java.awt.Point[x=50,y=558],
